source	target	mor
Spi1	Samhd1	1
Irf1	Crebbp	1
Crebbp	Irf1	1
Irf8	Crebbp	1
Klf5	Ltf	1
Ybx1	Tat	1
Cebpb	Abcc2	1
Egr1	Tp73	1
Sp1	Tp73	1
Tp73	Sp1	-1
Tfap2a	Tp73	1
Tp73	Tp73	1
Erg	Icam2	1
Hnf4a	Ang	1
Sp1	Nos3	1
Fev	Ddc	1
Id3	Pdlim7	1
Znf316	Pdlim7	1
Znf316	Rgs2	1
Srebf1	Scarb1	1
Sp1	Emb	1
Sp3	Gast	1
Ctcf	App	1
Pitx3	Aldh2	1
Nfkb1	Bcl2l1	1
Rela	Bcl2l1	1
Sp1	Serpinh1	1
Dnmt1	Vegfa	1
Hr	Vegfa	1
Yy1	Ptpra	1
Srebf1	Fasn	1
Id2	Fas	-1
Id3	Fas	-1
Crem	Il2	1
Stat6	Ccl11	1
Wt1	Tgfb1	1
Mitf	Tyr	1
Tfap2a	Krt10	-1
Cebpa	Krt10	1
Cebpb	Krt10	1
Cebpb	Tfap2a	1
Cebpg	Tfap2a	1
Tfap2a	Tfap2a	1
Tfap2a	Cebpa	-1
Hif1a	Serpine1	1
Hif1a	Tcirg1	1
Myb	Ccna1	1
E2f1	Cdkn2a	1
Ncoa1	Crebbp	1
E2f1	Ccna2	1
Nfkb2	Tnf	1
Runx1	Etv6	1
Tp53	Brca1	-1
Pou4f2	Brca1	-1
Pou4f1	Brca1	1
Cebpg	Adipoq	1
Myc	Hmox1	1
Creb1	Alas2	1
Rara	Ucp1	1
Smad3	Cdkn1a	1
Tfap2a	Saa2	1
Tfap2a	Saa1	1
Cebpb	Mmp11	1
Cebpg	Mmp11	1
Wt1	Tert	-1
Nrf1	Gss	1
Nrf1	Nfe2	1
Rora	Oxt	1
Nr2f1	Oxt	-1
Fos	Il2	1
Sp1	Srf	1
Pax3	Akt1	1
Tp53	Timp3	1
Pax6	Eya1	1
Prox1	Eya1	1
Prox1	Eya2	1
Klf3	C4b	1
Pax3	C4b	1
Ar	Cdkn1a	1
Tp63	Tp53	1
Tp53	Tp63	-1
Max	Tert	1
Egr1	Igf2	1
Wt1	Igf2	-1
Myc	Ncl	1
Usf1	Polr3d	1
Tfap2a	Acadvl	1
Hes1	Ckm	1
Tfap2a	Csf2	1
Tfap2a	Hcrt	1
Tp53	Nos3	-1
Cdx2	Glb1	1
Peg3	Vegfa	1
Nr2e3	Rlbp1	1
Rara	Rlbp1	1
Ets1	Pthlh	1
Ncoa1	Nrip1	1
Ncor2	Crebbp	1
Ncor2	Nrip1	1
Cebpb	Igf1	1
Tp53	Prkcg	1
Tp53	Psma5	1
Sp1	Sgk1	1
Sp3	Sgk1	1
Ncoa1	Sftpb	1
Ncoa2	Sftpb	1
Ncoa3	Sftpb	1
Jun	Egf	1
Tp53	Tgfb1	1
Tp53	Gdf15	1
Sp1	Acly	-1
Sp3	Acly	1
Sp3	Fasn	1
Jun	Micu1	1
Sp1	Tnc	1
Fli1	Tnc	1
Gabpa	Tnc	1
Ahr	Tf	1
Nr2f1	Cyp1a1	-1
Mitf	Mc1r	1
Elf4	Abcb1a	1
Sp1	Src	1
Sp3	Src	1
Tal1	Tal1	1
Hoxc8	Spp1	1
Smad1	Spp1	1
Spdef	Klk1b26	1
Spdef	Klk1b8	1
Spdef	Klk1b9	1
Spdef	Klk1b1	1
Spdef	Klk1b11	1
Spdef	Klk1b27	1
Spdef	Klk1b22	1
Spdef	Klk1b21	1
Spdef	Klk1b5	1
Spdef	Klk1b16	1
Spdef	Klk1b3	1
Spdef	Klk1b24	1
Spdef	Klk1b4	1
Spdef	Klk1	1
Ctcf	Myc	-1
Bcl6	Bcl6	-1
Hnf4a	Cyp7a1	-1
Ar	Pias1	1
Nr5a1	Inha	1
Crem	Aprt	1
Stat5b	Crebbp	1
Stat5b	Stat5b	1
Stat5b	Tkt	1
Rara	Rarb	1
Rarb	Rara	1
Rarb	Rarb	1
Rarb	Actb	1
Cebpg	Ucn	1
Rela	Ucn	1
Cebpb	Ptgs2	1
Nr3c1	Ptgs2	-1
Tox	Omp	1
Spi1	Ins2	1
Spi1	Rps15	1
Ppara	Lpl	1
Nrf1	Eif5b	1
Nrf1	Slc25a5	1
Nrf1	Tnfrsf11a	1
Nrf1	E2f1	1
Tfe3	Serpine1	1
Smad4	Msx2	1
Ddit3	Mapk14	1
Neurod1	Ins2	1
Rest	Grin1	-1
Neurod2	Pkn1	1
Pax2	En2	1
Klf13	Tagln	1
Gtf2ird1	Rb1	1
Mafb	Mafb	1
Myod1	Mafb	1
Mybl2	Lox	1
Sp1	Ccl12	1
Sp1	Cxcl14	1
Nr2f1	Cd44	1
Nr2f2	Cd44	1
Nr2f6	Cd44	1
Nr2c2	Cd44	1
Elk3	Cd44	1
Ahr	Rb1	1
Myb	Crebbp	1
Elf3	Tgfbr2	1
Elf3	Tgfb1	1
Tfap2a	Erbb2	1
Klf6	Adcyap1	1
Plag1	Igf2	1
Ssrp1	Ctsg	1
Tfap2c	Cga	1
Creb1	Scg2	1
Cebpb	Ins2	1
Rela	Fn1	1
Nfkb1	Fn1	1
Cebpd	Pparg	1
Pgr	Hpgd	1
Ets2	Hpgd	1
Etv4	Hpgd	1
Fos	Bcl2	1
Pgr	Myc	-1
Mef2a	Clca1	1
Mef2a	Mstn	1
Sp1	Lbr	1
Sp1	Mstn	1
Pou1f1	Tbata	1
Pou1f1	Tshb	1
Foxa2	Pdx1	1
Pdx1	Foxa2	1
Yy1	Cftr	1
Zeb1	Col2a1	-1
Snai1	Cdh1	-1
Mybl2	Cdk9	1
Tp53	Cdk9	1
Sp3	Znf143	1
Sp1	Il10	1
Stat6	Alox15	1
Fos	Cd44	1
Jun	Cd44	1
Stat3	Stat3	1
Crem	Th	-1
Crem	Gast	1
Hesx1	Kras	1
Myb	Actg2	1
Myb	Acta2	1
Klf6	Plau	1
Klf6	Plg	1
Tbp	Vcp	1
Ahr	Ache	1
Apex1	Cd19	1
Jun	Ptgs2	1
Nr2f1	Gal	1
Ar	Lcp1	1
Egr1	Flt1	1
Znf354c	Flt1	1
Sp1	Sod2	1
Bach2	Fgf4	1
Patz1	Myc	1
Pparg	Il2	-1
Cebpg	Ldlr	1
Myc	Kras	1
Tbp	Igfbp7	1
Tbp	Mmp3	1
Zhx2	Afp	-1
Cebpb	Rhd	1
Foxa2	Foxa2	1
Foxa2	Hnf4a	1
Hnf4a	Foxa2	1
Hnf4a	Hnf4a	1
Onecut1	Foxa2	1
Foxa2	Onecut1	1
Onecut1	Hnf4a	1
Hnf4a	Onecut1	1
Stat5a	Onecut1	1
Stat5a	Tfap2a	1
Tbp	Dr1	1
Dr1	Tbp	-1
Tbp	Polr2f	1
Ets1	Nr1h2	1
Cebpb	Rbpj	1
Cdx2	Lct	1
Cebpg	Csf3	1
Cebpg	Prtn3	1
Myb	Prtn3	1
Spi1	Csf3	1
Spi1	Prtn3	1
Gata4	Amh	1
Nr5a1	Amh	1
Rxra	Bglap	1
Rxra	Bglap3	1
Rxra	Bglap2	1
Vdr	Bglap	1
Vdr	Bglap3	1
Vdr	Bglap2	1
Hif1a	Nos2	1
Atf1	Ccna2	1
Tp53	Cav1	1
Srebf1	Cav1	-1
Kat5	Tkt	1
Fos	Mmp1a	1
Sp1	Plaur	1
Gata6	Tff1	1
Gata6	Tff2	1
Gata6	Tff3	1
Hsf1	Hsd17b6	-1
Hsf1	Hspb1	1
Spi1	Pax5	1
Pax5	Spi1	-1
E2f1	Serpine1	-1
E2f1	Plau	1
Ncor2	Runx1t1	1
Zbtb16	Runx1t1	1
Gbx2	Il6	1
Ybx3	Taf8	1
Ybx3	App	1
Tp53	Pcsk1	1
Tp53	Serpinb5	1
Smad6	Smad1	1
Smad1	Smad6	1
Smad6	Smad6	1
Cebpg	Ptgs2	1
Mafk	Cdk2	1
Mybl1	Cdx1	1
Cdx1	Bcl2	1
Mybl1	Bcl2	1
Cdx2	Bcl2	1
Myb	Bcl2	1
Nr5a1	Pou5f1	1
Rara	Pou5f1	1
Gmeb1	Tat	1
Egr1	Chrna7	1
Fos	Calm1	1
Fos	Calm2	1
Fos	Calm3	1
Pax8	Tpo	1
Ebf1	Cd19	1
Ebf1	Cd79a	1
Esr1	Erbb2	1
Ncoa1	Erbb2	1
Jun	Cdkn1b	-1
Ets1	Ctsb	1
Sp1	Ctsb	1
Sp3	Ctsb	1
Ets2	Ctsb	1
Irf1	Ifnb1	1
Arnt	Vegfa	1
Stat4	Myc	1
Myc	Il2	1
Tfdp1	Cdkn1a	1
Klf12	Tfap2a	-1
Tfap2a	Klf12	-1
Msx1	Bmp2	1
Msx1	Bmp4	1
Msx1	Shh	1
Sp1	Hspa1a	1
Kmt2a	Exosc1	1
Hmga1	Il2	1
Nfkbie	Sele	1
Nfkbie	Icam1	1
Rel	Icam1	1
Sp3	F3	-1
Smad3	Tgfb1	1
Patz1	Rnf4	1
Zfp362	Htr1a	1
Gata2	Nos3	1
Znf143	Hmox1	1
Prdm1	Myc	-1
Prdm1	Yy1	1
Yy1	Myc	-1
Stat6	Fcer1g	1
Irf1	Ccl5	1
Spi1	Ghr	1
Nr3c1	Cyp19a1	1
Runx1	Runx1	1
Rela	Rela	1
Sp1	Rela	1
Rela	Sp1	1
Sp1	Igf1r	1
Kat5	Prkaca	1
Sp1	Lta	1
Rara	Abcc2	1
Rara	Slc10a1	1
Atf1	Prkaca	1
Atf1	Ache	1
Sp3	Itgad	1
Pax3	Itgad	1
Sp1	Itgad	1
Myb	Atp2b1	1
Ssrp1	Tnf	1
Atf1	Rps6ka3	1
Mxd1	Tert	-1
Irf1	Faslg	1
Irf2	Faslg	1
Stat3	Mapk8	1
Sp3	Mapk1	1
Sp1	Mapk1	1
Spi1	Mapk1	-1
Stat5a	Cd34	1
Atf1	Reg3b	1
Atf1	Lpin1	1
Sp1	St6galnac3	1
Sp1	St6galnac4	1
Ahr	Xpo1	1
Clock	Dbp	1
Tp53	Perp	1
Hnf1a	Dpp4	1
Sp1	Large1	1
Max	Faslg	1
Myc	Faslg	1
Spi1	Tlr4	1
Ctcf	Sin3a	1
Rarb	Prkca	1
Stat3	Gfap	1
Bhlhe40	Cenpx	1
Esr1	Ltf	1
Irf1	Myb	-1
Wt1	Amh	1
Znf354c	Amh	1
Tp53	Fadd	1
Stat3	Vegfa	1
Mybl2	Parp1	1
Ppara	Cyp7a1	-1
Cebpa	Scgb1a1	1
Cebpd	Scgb1a1	1
Cebpg	Scgb1a1	1
Cebpd	Ebp	1
Tp53	Abcb1a	-1
Lef1	Mitf	1
Mitf	Mitf	1
Tp53	Maf	1
Maf	Tp53	1
Nr5a2	Cyp8b1	1
Sp1	Pkm	1
Sp3	Pkm	1
Pdx1	Iapp	1
Aire	Crebbp	1
Foxm1	Slc2a2	1
Hnf1a	Slc2a2	1
Foxa2	Slc2a2	-1
Hnf1b	Slc2a2	1
Atf3	Atf3	-1
Tp53	Bdkrb2	1
Cebpa	Il6	1
Cebpd	Il6	1
Zgpat	Il6	1
Cebpb	Ccl12	1
Erg	Tgfbr2	1
Etv1	Tgfbr2	1
Pparg	Cyp19a1	-1
Ets2	Mgat5	1
Klf4	Cdkn1a	1
Esr1	Igf1	1
Mitf	Cd40	1
Sp1	Ephb2	1
Pdx1	Sst	1
Irf1	Birc3	1
Peg3	Ptgdr	1
Rara	Npm1	1
Sox9	Acan	1
Spi1	Acan	1
Creb1	Bcl2	1
Fos	Fgfbp1	1
Jund	Fgfbp1	1
Wt1	Cdh1	-1
Smad7	Tgfb1	1
Tp53	Mmp13	-1
Esr1	Lpl	1
Cebpb	Tnf	1
Egr2	Faslg	-1
E2f4	Ccne1	1
Tfdp1	Ccne1	1
Six4	Atp1a1	1
Neurog3	Neurod1	1
Cxxc1	Ccna1	1
Tfcp2	Ccna1	1
E2f1	E2f1	1
Rela	Gc	1
Sp1	Lgals1	1
Tp53	Ca9	1
Hnf1a	Gjb1	1
Sp1	Gjb1	1
Tbx21	Ifng	1
Tbx21	Il5	1
Nfic	Omp	1
Sp1	Slc5a1	1
Irf1	Psmb9	1
Irf1	Ache	1
Myb	Ptgs2	1
Jun	Cops5	1
Atf1	Sst	1
Hoxa10	Cybb	-1
Nr2c1	Rarb	1
Rara	Cdkn2a	1
Hnf1a	G6pc1	1
Sp1	Tgfbr2	1
Cebpa	Amelx	1
Lmx1b	Ldb1	1
Foxa2	Hhex	1
Gata4	Hhex	1
Zfp362	Reg1	1
Nr5a1	Mc2r	1
Nr5a1	Crebbp	1
Mitf	Tbx2	1
Tbx2	Mitf	1
Tbx2	Tbx2	1
Ssrp1	Mitf	1
Ssrp1	Tbx2	1
Mybl2	Clu	1
Sp1	Col1a2	1
Sp3	Col1a2	1
Srf	Nr4a1	1
Nr2f2	Ccnd1	1
Nr2f2	Cdk2	1
Nr2f2	Cdkn1a	1
Sp1	Ar	1
Ar	Sp1	1
Gabpa	Brca1	1
Elf3	Krt4	-1
Ppara	Apoa2	1
Tp73	Mrpl41	1
Tp53	Dkk1	1
Hif1a	Cp	1
Ncoa1	Kat2b	1
Ncoa3	Crebbp	1
Ncoa3	Kat2b	1
Rara	Cyp7a1	1
Ppara	Acsl1	1
Sp1	Vim	1
Znf148	Vim	-1
Atf2	Ccna2	1
Tp53	Tert	-1
Sp1	Tert	1
Noto	Cd74	1
Noto	Top2b	1
Tfdp1	Cd74	1
Tfdp1	Top2b	1
Rfx1	H2-T23	1
Rfx5	H2-T23	1
Rfxank	H2-T23	1
Rfxap	H2-T23	1
Atf4	Crebbp	1
Tcf3	Igll1	1
Fos	Mmp13	1
Jun	Mmp13	1
Jund	Cebpz	1
Jund	Mmp13	1
Stat3	Cdkn2d	1
Elf1	Csf2	1
Neurod1	Mapkapk2	1
Barx2	Ncam1	1
Crx	Fscn2	1
Nrl	Fscn2	1
Egr1	Fn1	1
Egr1	Serpine1	1
Egr1	Tgfb1	1
Foxo4	Cdkn1b	1
Mxd1	Ampd1	1
Tp53	Mpped2	1
Tp53	Ptpra	-1
Ppara	Pklr	1
Hnf4a	Dr1	1
Hnf4a	Pklr	1
Lhx4	Ift172	1
Gata4	Edn1	1
Dlx5	Bglap	1
Dlx5	Bglap3	1
Dlx5	Bglap2	1
Id4	Id4	1
Ybx3	Erbb2	1
Junb	Ccnd1	-1
Tp53	Abcc1	1
Znf423	Oaz3	1
Hr	Ccl7	1
Nr1h4	Vars1	1
Sp1	Tnfrsf8	1
Rel	Bcl2	-1
Cebpd	Adra1d	1
Cebpd	Tnf	1
Cebpb	Col1a1	1
Cebpd	Col1a1	1
Smad3	Col1a2	1
Smad4	Col1a2	1
Vdr	Ca2	1
Tfam	Ghrhr	1
Spib	Pdlim7	1
Irf3	Ccl5	1
Pitx3	Th	1
Myod1	Rb1	1
Zgpat	Il1b	1
Srebf1	Acly	1
Srebf2	Acly	1
Sp1	Scarb1	1
Runx2	Cebpd	1
Cebpd	Cebpd	-1
Elf4	Aldoa	1
Klf4	Krt4	1
Klf6	Krt4	1
Jun	Egfr	1
Fos	Egfr	1
Junb	Egfr	1
Cebpa	Onecut1	-1
Fos	Bglap	-1
Fos	Bglap3	-1
Fos	Bglap2	-1
Yy1	Bglap	-1
Yy1	Bglap3	-1
Yy1	Bglap2	-1
Hes1	Neurog1	-1
Hes5	Neurog1	-1
Esr2	Tert	1
Myod1	Mapk1	1
Myod1	Mapk14	1
Myod1	Myod1	1
Neurod1	Sct	1
Nr2c2	Xiap	1
Stat3	Socs1	1
Ncoa2	Kat2b	1
Ybx1	Hnrnpl	1
Foxn1	Mmp9	1
Nr4a1	Pomc	1
Sp1	Atp1b1	1
Sp3	Atp1b1	1
Tbx5	Bmp2	1
Myb	Myb	1
Ssrp1	Myb	1
Sp1	Vegfa	1
Sp3	Vegfa	1
Hsf1	Abcb1a	1
Ahr	Crebbp	1
Cebpb	Crebbp	1
Nr3c1	Fcgr1	1
Irf1	Socs1	1
Stat5b	Socs3	1
Tlx1	Wt1	1
Spi1	Cd40	1
Spib	Cd40	1
Mef2a	Calm1	1
Mef2a	Calm2	1
Mef2a	Calm3	1
Sp1	Ptgs2	1
Sp3	Ptgs2	1
Hivep1	Col2a1	1
Sox9	Col2a1	1
Onecut1	Neurog3	1
Lhx2	H2-T23	1
Smad2	Pdgfb	1
Smad3	Pdgfb	1
Smad4	Pdgfb	1
Ets1	Cdh5	1
Tp53	Cd82	1
Sp1	Ager	1
Stat5b	Gck	1
Stat5b	Insr	1
Stat3	Icam1	1
Sp1	Egfr	-1
Nkx3-1	Casp8	1
Nfkb1	Stat5a	1
Rela	Csn2	-1
Rela	Stat5a	1
Nfkb1	Csn2	1
Id2	Cav3	1
Myog	Cav3	1
Myog	Id2	1
Myod1	Tp53bp1	1
Myog	Tp53bp1	1
Tfap2a	Tp53bp1	1
Myc	Tp53bp1	1
Myc	Jup	1
Hand1	Ngfr	-1
Hand1	Tnfrsf1b	1
Hand2	Ngfr	1
Hand2	Tnfrsf1b	1
Pax7	Pax7	1
Rela	Serpine1	1
Jun	Actb	1
Cebpd	Ptgs2	1
Cebpg	Il1b	1
Egr1	Th	1
Sp1	Th	1
Hesx1	Pkn1	1
Hesx1	Rho	1
Smad4	Tgfb1	1
Nr0b2	Egfr	1
Sp1	Smad7	1
Sp1	Vdr	1
Vdr	Sp1	1
Cebpg	Ltf	1
Sp1	Ltf	1
Rela	Ciita	1
Rela	H2-Q10	1
Rela	H2-Q7	1
Rela	H2-K1	1
Rela	H2-D1	1
Sfpq	Sp1	1
Tfap2a	Npy	1
Hif1a	Adm	1
Pparg	Nos2	-1
Dbp	Per1	1
Bmal1	Per1	1
Clock	Per1	1
Dbp	Bmal1	1
Bmal1	Dbp	1
Atf2	Ifnb1	1
Irf3	Ifnb1	-1
Jun	Ifnb1	1
Ets2	Fgf1	1
Ets2	Fgf2	1
Ets1	Csnk2a1	1
Sp1	Csnk2a1	1
Hif1a	Th	1
Skil	Th	1
Sp1	Krt4	1
Runx1	Cdk4	1
Esr1	Cdkn2a	1
Runx1	Cdkn2a	1
Usf1	Hgf	1
Usf2	Hgf	1
Lhx2	Lim2	1
Tbxt	Gsc	1
Ets2	Spp1	1
Tp53	Mapk8	1
Esr1	Ugt1a1	1
Nr2c1	Tnfsf14	1
Junb	Cdkn2a	1
Stat3	Agt	1
Ahr	Mdm2	1
Hr	Mdm2	1
Nr1h3	Abca1	1
Myc	Surf1	1
Yy1	Surf1	1
Msx2	Amelx	-1
Irf2	Ptgs2	-1
Pitx1	Ptx3	1
Pitx2	Ptx3	1
Pitx1	Gnrhr	1
Ppara	Cyp4f3	1
Tfap2a	Hgf	-1
Irf8	Il12b	-1
Sp3	Il10	1
Sp1	Serpinb1a	1
Spi1	Serpinb1a	1
Myog	Myog	1
Pparg	Cebpa	1
Cebpa	Pparg	1
Cebpb	Pparg	1
Cebpg	Pparg	1
Ppara	Cpt1b	1
Sp1	Por	1
Ssrp1	Por	1
Tbx5	H2-Ab1	1
Rela	Kdr	1
Noto	Alg3	1
Noto	Ccr4	1
Klf5	Myh14	1
Klf5	Serpine1	1
Egr1	Klf5	1
Klf5	Egr1	1
Esr1	Vegfa	1
Tbp	Tbp	1
Atf6	Tg	1
Pitx2	Apoa1	1
Pou3f1	Sstr1	1
Stat3	Cebpd	1
Spi1	Mmp2	-1
Foxm1	Sftpb	1
E4f1	Ctnnd1	1
E4f1	E4f1	1
Myc	Thbs1	-1
Max	Thbs1	1
Hhex	Tg	1
Myc	Fgfbp1	1
Usf1	Fgfbp1	1
Sp1	Fgfbp1	1
Sp1	Utrn	1
Foxo1	Bcl2l1	1
Pax3	Bcl2l1	1
Nr4a3	Pomc	1
Hoxa5	Pgr	1
Hoxb4	Pgr	1
Smad7	Cdkn1a	-1
Smad7	Spta1	1
Batf3	Il2	-1
Hoxa5	Tp53	1
Cebpg	Crp	1
Stat3	Crp	1
Cebpb	Crp	1
Cebpb	Sh2d1a	1
Stat3	Sh2d1a	1
Sp1	Serpine1	1
Stat6	Nos2	-1
Stat5a	Epor	1
Stat5a	Jak2	1
Runx1	Itgal	1
Pax6	Mmp9	1
Sp1	Tgm1	1
Cebpb	Krt6a	1
Cdx2	Gucy2c	1
Tp53	Ubc	1
Nr1h3	Myc	1
Id2	Ccna2	-1
Fosl1	Mmp13	1
Fos	Cdkn1a	-1
Pax4	Gcg	-1
Pax4	Ins2	-1
Pax6	Ins2	-1
Nfe2	Hbb-b1	1
Taf1	Mdm2	1
Znf143	Tcp1	1
Znf76	Tcp1	1
Tp53	Casp3	1
Sp1	Pgr	1
Esr1	Pgr	1
Pgr	Esr1	1
Esr1	Egf	1
Foxq1	Mylk	-1
Foxq1	Tagln	-1
Srf	Mylk	1
Taf1	Igfbp7	1
Creb1	Nos1	1
Rora	Bglap	1
Rora	Bglap3	1
Rora	Bglap2	1
Ybx1	Fas	-1
Stat3	Il10	1
Cebpa	Hsd11b1	1
Cebpb	Hsd11b1	1
Rela	Spn	1
Atf2	Ins2	1
Creb1	Ins2	1
Zglp1	Adcy1	1
Zglp1	Ins2	1
Zglp1	Ripk1	1
Tp53	Vegfa	-1
Mybl1	Acot11	1
Myc	Mybl1	1
Mybl1	Myc	1
Sp3	Gja5	1
Ybx3	Lct	1
Ybx3	Ybx3	1
Ybx3	Zdhhc2	1
Rela	Pck1	-1
Etv6	Mmp3	-1
Myc	Gadd45a	-1
Nfyb	Ciita	1
Rfx5	Ciita	1
Rfxank	Ciita	1
Elk1	Tnf	1
Elf2	Mmp1a	1
Etv3	Mmp1a	-1
Etv3	Fgf2	-1
Hopx	Mmp1a	1
Fosl1	Mmp1a	1
Jun	Mmp1a	1
E2f1	Tyms	1
E2f1	Mdm2	-1
Myc	Cdkn2a	1
Etv4	Mmp13	1
Hhex	Slc10a1	1
Hnf4a	Erbb2	1
Hnf4a	Src	1
Nkx2-1	Sftpd	1
Srebf1	Srebf1	1
Fosl1	Ccl12	1
Jun	Ccl12	1
Stat3	Cdkn1b	1
Stat3	Theg	1
Tp73	Vegfa	-1
Kat7	Col1a2	1
Foxm1	Tf	1
Tfap2a	Vdr	1
Sp1	Star	1
Nfkb1	Csf1	1
Nr4a1	Serpinf2	1
Hif1a	Bnip3	1
Nr1i2	Nr1i2	1
Nr1i3	Nr1i2	1
Nr1i2	Nr1i3	1
Gsc	Gsc	-1
Otx2	Ldb1	1
Otx2	Gsc	1
Otx2	Otx2	1
Zfpm1	Itga2b	1
Pparg	Tbxas1	1
Myc	Nfkbia	1
Sox10	Mpz	1
Sox10	Sox10	1
Hr	Sla	1
Hr	Slc26a3	1
Hr	Tnf	1
Mef2a	Mef2a	1
Nr4a1	Cabin1	1
Myod1	Myf5	-1
Myf5	Myod1	1
Dnmt1	Mdm2	1
Esr1	Mmp9	1
Fos	Mmp9	1
Hesx1	Camk2a	1
Hesx1	Calm1	1
Hesx1	Calm2	1
Hesx1	Calm3	1
Nr3c1	Rela	-1
Rela	Nr3c1	-1
Gata1	Sptb	1
Pax2	Gcg	1
Esr1	Ptcra	1
Nfatc3	Fastk	1
Sox10	Mitf	1
Tfap2a	Mcam	-1
Gsc	Bmp4	1
Cebpg	Nfkb1	1
Cebpg	Il24	1
Jun	Il24	1
Evx2	Bmp4	1
Gbx2	Bmp4	1
Kdm5a	Bmp4	1
Kdm5a	Sap18	1
Tp53	Psen1	-1
Ets1	Psen1	1
Pax3	Calm1	1
Pax3	Calm2	1
Pax3	Calm3	1
Sp1	Calm1	1
Sp1	Calm2	1
Sp1	Calm3	1
Spi1	Calm1	1
Spi1	Calm2	1
Spi1	Calm3	1
Usf1	Myoc	1
Creb1	Aanat	1
Crem	Aanat	1
Mycn	Inhba	-1
Esr1	Prkaca	1
Sp1	Prkaca	1
Grhl3	Cdh1	1
Zeb1	Cdh1	-1
Sp1	Mybl1	1
Nr1h4	Wnt2	1
Nfatc2	Tnf	1
Hand2	Hand2	1
Phox2b	Hand2	1
Hand2	Phox2b	1
Mtf1	Slc30a1	1
Ybx1	F2	1
Nkx3-1	Kras	1
Tp53	Bglap	1
Tp53	Bglap3	1
Tp53	Bglap2	1
Sp1	Trim63	1
Klf4	Actg2	-1
Klf5	Tagln	1
Creb1	Cck	1
Foxo1	G6pc1	1
Spi1	G6pc1	1
Ncor2	Sin3a	1
Sp1	Ptn	1
Atf3	Sele	-1
Atf3	Tnf	1
Ppara	Sele	-1
Cdx1	Psmb9	1
Cdx1	Tap1	1
Cdx2	Psmb9	1
Cdx2	Tap1	1
Stat5a	Bcr	1
Thra	Pkd2	1
Tfap2a	Apoe	1
Sox17	Hp	1
Sox17	Slurp1	1
Tp53	Sod2	1
Rela	Edn1	1
Tfcp2	Tyms	1
Myc	Cul1	1
Myc	Cdkn1b	-1
Bcl6	Ccl12	1
Jun	Alox12	1
Sp1	Alox12	1
Sp1	Egf	1
Tfe3	Smad7	1
Wt1	Ccn2	-1
Mef2a	Akt1	1
Mef2a	Pik3r1	1
Myod1	Akt1	1
Myod1	Pik3r1	1
Nr4a1	Hsd17b1	1
Tfcp2	Il4	1
Tfcp2	Il2	1
Elf1	Il4	1
Foxa2	Eomes	1
Tbr1	Eomes	1
Fli1	Fli1	1
Irf8	Il18	1
Nfkb1	Il6	1
Mtf2	Ndufb6	1
Usf1	Rps14	1
Nr3c1	Myc	1
Creb1	Tg	1
Creb1	Tpo	1
Sp1	Aprt	1
Sp1	Cd44	1
Sp3	Aprt	1
Sp3	Cd44	1
Hnf1a	Src	1
Jun	Atf3	1
Atf3	Jun	1
Atf2	Atf3	1
Sox9	Col9a2	1
Pou1f1	Ibsp	1
Pou1f1	Pth	1
Tp53	Rrm2b	1
Cebpb	Cdkn1a	1
Cebpg	Cdkn1a	1
Ets2	Cdkn1a	1
Esr1	Igf1r	1
Sp1	Esr1	1
Esr1	Sp1	1
Egr1	Tgfbr2	-1
Egr1	Cd82	1
Nfkb1	Ube2b	1
Atf2	Ddit3	1
Ddit3	Atf2	-1
Sp1	Drd1	1
Sp3	Drd1	1
Zic2	Drd1	-1
Myf5	Fgf4	1
Myod1	Fgf4	1
Ybx3	Cat	1
Tbx15	Tert	1
Sp3	B3gnt9	1
Tbp	Elane	1
Sp1	Cd34	1
Nkx3-1	Actg2	1
Srf	Actg2	1
Nfat5	Slc14a2	1
Cebpb	Ifng	1
Rara	Aldh2	1
Cebpb	Aldh2	1
Cebpg	Aldh2	1
Tcf20	Mmp3	1
Mef2b	Axl	1
Mef2b	Rhd	1
Nkx6-2	Mbp	1
Nkx6-2	Plp1	1
Tfap2a	Hpgds	1
Pou2f1	Hpgds	1
Nr1h4	Pltp	1
Mef2c	Myh7	1
Tead1	Myh7	1
Esr1	Smarca4	1
Cebpb	Irf9	1
Sp3	Tnfrsf8	1
Mtf1	Mtf1	1
Kat7	Crebbp	1
Jund	Tp53bp1	1
Hmga1	Rho	1
Crx	Rho	1
Jun	Gclc	1
Hif1a	Psmc6	1
Tp53	Hif1a	-1
Hif1a	Tp53	1
Tfap2a	Psmc6	1
Tp53	Tfap2a	1
Tfap2a	Tp53	1
Tfap2a	Vegfa	1
Tp53	Psmc6	1
Pparg	Vcam1	-1
Cebpb	Il4	1
Cebpg	Il4	1
Ppara	Tnf	-1
Pparg	Tnf	-1
Usf1	Serpine2	1
Esr1	Carm1	1
Gata1	Mpl	1
Cebpb	Gadd45a	1
Cebpd	Gadd45a	1
Cebpg	Gadd45a	1
Tp53	Tp53bp1	-1
Esr1	Apoa1	1
Nr5a1	Cyp11b2	1
Atf1	Cga	1
Creb1	Cga	1
Esr2	Esr1	-1
Esr1	Esr2	1
Esr2	Pgr	1
Pgr	Esr2	1
Bmal2	Serpine1	1
Clock	Serpine1	1
Tfap2a	H3c6	1
Yy1	H3c6	1
Nr0b2	Ptpn6	1
Nfya	Npr1	-1
